RECIPE NAME,RECIPE CODE,CATEGORY,RESTAURANT,FINAL PRICE,MERIDES,HIDE FROM APP,RECIPE INGREDIENTS,RECIPE COST,RECIPE COST composite,RECIPE COST / MERIDES,VAT,VAT 13%,VAT 13% composite,TOTAL,TOTAL/MERIDA,TOTAL / MERIDA composite,x3,x4,INGREDIENTS,OIK104 MENU INGREDIENTS,OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy,OIK512 MENU_,COMMON OR REMOVE (from OIK512 MENU_),OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy
ΤΣΙΠΟΥΡΑ ΨΗΤΗ,,ΨΑΡΙΑ ΘΑΛΑΣΣΙΝΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,OIK104,"€19,0",1,,"ΤΣΙΠΟΥΡΑ ΨΗΤΗ,ΤΣΙΠΟΥΡΑ ΨΗΤΗ,ΤΣΙΠΟΥΡΑ ΨΗΤΗ","2,66","2,66","2,66",13,"0,35","0,35","3,00","3,00","3,00","9,01","12,01",,,,,ΤΣΙΠΟΥΡΑ ΨΗΤΗ,,"ΤΣΙΠΟΥΡΑ ΨΗΤΗ, ΤΣΙΠΟΥΡΑ ΨΗΤΗ, ΤΣΙΠΟΥΡΑ ΨΗΤΗ",
ΤΥΡΟΚΑΥΤΕΡΗ,,ΟΡΕΚΤΙΚΑ,OIK512,"€7,0",1,,"ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ","5,88","5,88","5,88",13,"0,76","0,76","6,65","6,65","6,65","19,94","26,59",,,,,,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,ΟΡΕΚΤΙΚΑ,OIK104,"€6,0",5,,"ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ","13,94","13,94","2,79",13,"1,81","1,81","15,76","3,15","3,15","9,45","12,60",,,,,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,"ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ, ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ",
ΤΥΡΟΨΩΜΟ,,ΠΙΤΣΑ,OIK512,"€6,0",1,,"ΤΥΡΟΨΩΜΟ,ΤΥΡΟΨΩΜΟ,ΤΥΡΟΨΩΜΟ","0,56","0,69","0,69",13,"0,07","0,09","0,78","0,63","0,78","2,33","3,10",,,,,,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,ΟΡΕΚΤΙΚΑ,OIK104,"€6,0",5,,"ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ","1,86","1,86","0,37",13,"0,24","0,24","2,10","0,42","0,42","1,26","1,68",,,,,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,"ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ, ΦΑΒΑ 5 ΜΕΡΙΔΕΣ",
ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,,ΟΡΕΚΤΙΚΑ,OIK104,,1,,"ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ","0,97","0,97","0,97",13,"0,13","0,13","1,09","1,09","1,09","3,28","4,38",,,,,,,"ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ, ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ, ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ, ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ",
ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,OIK104,"€11,0",1,,"ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ","1,39","1,39","1,39",13,"0,18","0,18","1,57","1,57","1,57","4,71","6,28",,,,,ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ,,"ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ, ΦΙΛΕΤΟ ΚΟΤΟΠΟΥΛΟ",
ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ","0,43","0,43","0,43",13,"0,06","0,06","0,48","0,48","0,48","1,45","1,93","ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ",,,,,,"""ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ"", ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ, ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ",
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,ΟΡΕΚΤΙΚΑ,OIK104,"€8,0",7,,"ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX","5,94","5,94","0,85",13,"0,77","0,77","6,71","0,96","0,96","2,88","3,84",,,,,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,"ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX, ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX, ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX, ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX, ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX",
ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ","0,43","0,43","0,43",13,"0,06","0,06","0,48","0,48","0,48","1,45","1,93",ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,,,,ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ,,"ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ, ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ, ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ, ΧΕΙΡΟΠΟΙΗΤΟ ΦΥΛΛΟ",
ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,,ΟΡΕΚΤΙΚΑ,OIK104,,1,,"ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ","1,92","1,92","1,92",13,"0,25","0,25","2,17","2,17","2,17","6,52","8,69",,,,,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,,"ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ, ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ, ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ",
ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,ΚΥΡΙΩΣ,OIK104,,1,,"ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,ΧΕΛΙ ΚΕΡΑΜΙΔΙ","3,84","3,84","3,84",13,"0,50","0,50","4,34","4,34","4,34","13,03","17,37",,,,,ΧΕΛΙ ΚΕΡΑΜΙΔΙ,,"ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ, ΧΕΛΙ ΚΕΡΑΜΙΔΙ",
ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,,ΚΡΕΑΤΙΚΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,OIK104,"€13,0",1,,"ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ","1,55","1,55","1,55",13,"0,20","0,20","1,76","1,76","1,76","5,27","7,02",,,,,ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ,,"ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ, ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ, ΧΟΙΡΙΝΟ ΚΟΝΤΟΣΟΥΒΛΙ",
ΧΟΡΤΑ ΕΠΟΧΗΣ,,ΣΑΛΑΤΕΣ,OIK104,"€9,0",1,,"ΧΟΡΤΑ ΕΠΟΧΗΣ,ΧΟΡΤΑ ΕΠΟΧΗΣ,ΧΟΡΤΑ ΕΠΟΧΗΣ","0,37","0,37","0,37",13,"0,05","0,05","0,42","0,42","0,42","1,25","1,66",,,,,ΧΟΡΤΑ ΕΠΟΧΗΣ,,"ΧΟΡΤΑ ΕΠΟΧΗΣ, ΧΟΡΤΑ ΕΠΟΧΗΣ, ΧΟΡΤΑ ΕΠΟΧΗΣ",
ΧΟΥΜΟΥΣ,,ΟΡΕΚΤΙΚΑ,OIK104,,1,,"ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ","3,41","3,41","3,41",13,"0,44","0,44","3,85","3,85","3,85","11,56","15,42",,,,,ΧΟΥΜΟΥΣ,,"ΧΟΥΜΟΥΣ, ΧΟΥΜΟΥΣ, ΧΟΥΜΟΥΣ, ΧΟΥΜΟΥΣ, ΧΟΥΜΟΥΣ, ΧΟΥΜΟΥΣ",
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,ΟΡΕΚΤΙΚΑ,OIK512,,1,,"ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ","1,76","1,76","1,76",13,"0,23","0,23","1,99","1,99","1,99","5,98","7,97",,,,,,,,
ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,,ΨΑΡΙΑ ΘΑΛΑΣΣΙΝΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,OIK104,"€0,0",1,,"ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ","2,04","2,04","2,04",13,"0,27","0,27","2,30","2,30","2,30","6,91","9,22",,,,,ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,,"ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ, ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ, ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ",
ΧΩΡΙΑΤΙΚΗ,,ΣΑΛΑΤΕΣ,OIK104,"€10,0",1,,"ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ","1,50","1,50","1,50",13,"0,20","0,20","1,70","1,70","1,70","5,10","6,80",,,,,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,,"ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ, ΧΩΡΙΑΤΙΚΗ",
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,ΣΑΛΑΤΕΣ,OIK104,"€10,0",1,,"ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB","1,63","1,63","1,63",13,"0,21","0,21","1,85","1,85","1,85","5,54","7,38",,,,,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,"ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB, ΧΩΡΙΑΤΙΚΗ YACHT CLUB",
ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,,ΠΙΤΣΑ,OIK512,"€14,0",1,,"ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ,ΧΩΡΙΑΤΙΚΗ ΠΙΤΣΑ","2,05","3,12","3,12",13,"0,27","0,41","3,52","2,32","3,52","10,57","14,09",,,,,,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,OIK104,"€17,0",4,,"ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ","15,33","15,33","3,83",13,"1,99","1,99","17,32","4,33","4,33","12,99","17,32",,,,,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,"ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ, ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ",
ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,ΟΡΕΚΤΙΚΑ,OIK104,"€9,0",1,,"ΨΗΤΑ ΛΑΧΑΝΙΚΑ,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,ΨΗΤΑ ΛΑΧΑΝΙΚΑ","1,32","1,32","1,32",13,"0,17","0,17","1,49","1,49","1,49","4,47","5,97",,,,,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,"ΨΗΤΑ ΛΑΧΑΝΙΚΑ, ΨΗΤΑ ΛΑΧΑΝΙΚΑ, ΨΗΤΑ ΛΑΧΑΝΙΚΑ",
4 ΕΠΟΧΕΣ,U6153,ΠΙΤΣΑ,OIK512,"€11,5",1,,"4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ,4 ΕΠΟΧΕΣ","1,80","3,18","3,18",13,"0,23","0,41","3,60","2,04","3,60","10,79","14,39",,,,,,,,
OIK105 RICE  VINEGAR BASE WATER ,,OIK105,OIK105,"€10,0",1,,"OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ,OIK105 RICE  VINEGAR BASE WATER ","2,05","2,05","2,05",13,"0,27","0,27","2,31","2,31","2,31","6,93","9,24",,,,,,,,
OIK105  RICE COOKER 5.4,,OIK105,OIK105,"€10,0",1,,"OIK105  RICE COOKER 5.4,OIK105  RICE COOKER 5.4","0,48","0,48","0,48",13,"0,06","0,06","0,55","0,55","0,55","1,64","2,19",,,,,,,,
OIK105 SPICY SAUCE ,,OIK105,OIK105,"€10,0",1,,OIK105 SPICY SAUCE ,"0,40","0,40","0,40",13,"0,05","0,05","0,45","0,45","0,45","1,35","1,80",,,,,,,,
OIK105  SESAME SAUCE,,OIK105,OIK105,"€10,0",1,,"OIK105  SESAME SAUCE,OIK105  SESAME SAUCE,OIK105  SESAME SAUCE,OIK105  SESAME SAUCE,OIK105  SESAME SAUCE","1,44","1,44","1,44",13,"0,19","0,19","1,63","1,63","1,63","4,88","6,51",,,,,,,,
OIK105 EEI SAUCE/UNAGI SAUCE,,OIK105,OIK105,"€10,0",1,,"OIK105 EEI SAUCE/UNAGI SAUCE,OIK105 EEI SAUCE/UNAGI SAUCE,OIK105 EEI SAUCE/UNAGI SAUCE,OIK105 EEI SAUCE/UNAGI SAUCE,OIK105 EEI SAUCE/UNAGI SAUCE","2,52","2,52","2,52",13,"0,33","0,33","2,84","2,84","2,84","8,53","11,38",,,,,,,,
OIK105 GYOZA SAUCE ,,OIK105,OIK105,"€10,0",1,,"OIK105 GYOZA SAUCE ,OIK105 GYOZA SAUCE ,OIK105 GYOZA SAUCE ,OIK105 GYOZA SAUCE ,OIK105 GYOZA SAUCE ","2,30","2,30","2,30",13,"0,30","0,30","2,60","2,60","2,60","7,81","10,41",,,,,,,,
OIK105 GYOZA PORK,,OIK105,OIK105,"€10,0",1,,"OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK,OIK105 GYOZA PORK","2,29","2,29","2,29",13,"0,30","0,30","2,59","2,59","2,59","7,77","10,36",,,,,,,,
OIK105 GYOZA VEGETALE ONLY,,OIK105,OIK105,"€10,0",1,,"OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY,OIK105 GYOZA VEGETALE ONLY","1,03","1,03","1,03",13,"0,13","0,13","1,17","1,17","1,17","3,50","4,67",,,,,,,,
OIK105 SHRIMP TEMPURA ,,OIK105,OIK105,"€10,0",1,,"OIK105 SHRIMP TEMPURA ,OIK105 SHRIMP TEMPURA ,OIK105 SHRIMP TEMPURA ,OIK105 SHRIMP TEMPURA ,OIK105 SHRIMP TEMPURA ,OIK105 SHRIMP TEMPURA ","0,19","0,19","0,19",13,"0,02","0,02","0,21","0,21","0,21","0,63","0,84",,,,,,,,
OIK105 TENTSUYU TEMPURA SAUCE,,OIK105,OIK105,"€10,0",1,,"OIK105 TENTSUYU TEMPURA SAUCE,OIK105 TENTSUYU TEMPURA SAUCE","0,75","0,75","0,75",13,"0,10","0,10","0,85","0,85","0,85","2,56","3,41",,,,,,,,
OIK105 DASHI SOUP ,,OIK105,OIK105,"€10,0",1,,"OIK105 DASHI SOUP ,OIK105 DASHI SOUP ","1,01","1,01","1,01",13,"0,13","0,13","1,14","1,14","1,14","3,42","4,56",,,,,,,,
OIK105 SHASHIMI ,,OIK105,OIK105,"€10,0",1,,OIK105 SHASHIMI ,"0,00","0,00","0,00",13,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
OIK105 SALMON TARTARE ,,OIK105,OIK105,"€10,0",1,,"OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ,OIK105 SALMON TARTARE ","0,83","0,83","0,83",13,"0,11","0,11","0,94","0,94","0,94","2,82","3,76",,,,,,,,
OIK105 SEABASS ROLL,,OIK105,OIK105,"€10,0",1,,"OIK105 SEABASS ROLL,OIK105 SEABASS ROLL,OIK105 SEABASS ROLL,OIK105 SEABASS ROLL","0,56","0,56","0,56",13,"0,07","0,07","0,63","0,63","0,63","1,90","2,53",,,,,,,,
OIK105 MANGO VEGETABLE ,,OIK105,OIK105,"€10,0",1,,"OIK105 MANGO VEGETABLE ,OIK105 MANGO VEGETABLE ,OIK105 MANGO VEGETABLE ","0,56","0,56","0,56",13,"0,07","0,07","0,63","0,63","0,63","1,89","2,52",,,,,,,,
OIK105 AVOCADO VEGETABLE ,,OIK105,OIK105,"€10,0",1,,"OIK105 AVOCADO VEGETABLE ,OIK105 AVOCADO VEGETABLE ,OIK105 AVOCADO VEGETABLE ","0,52","0,52","0,52",13,"0,07","0,07","0,59","0,59","0,59","1,77","2,36",,,,,,,,
